contig_name	prediction	prediction_score	full_path						
ICTVTaxoChallenge_570307	Caulimoviridae	1	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Ortervirales	f;Caulimoviridae	
ICTVTaxoChallenge_547790	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_295899	Virgaviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Martellivirales	f;Virgaviridae	
ICTVTaxoChallenge_208222	Schitoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Schitoviridae		
ICTVTaxoChallenge_41962	Demerecviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Demerecviridae		
ICTVTaxoChallenge_975584	Skurskavirinae	0.46144548	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Skurskavirinae		
ICTVTaxoChallenge_929228	Papillomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae	
ICTVTaxoChallenge_995049	Atkinsviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Norzivirales	f;Atkinsviridae	
ICTVTaxoChallenge_29534	Peduoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Peduoviridae		
ICTVTaxoChallenge_726302	Casadabanvirus	0.84387773	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Casadabanvirus		
ICTVTaxoChallenge_534960	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_794301	Artoviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Artoviridae
ICTVTaxoChallenge_947972	Inoviridae	1	r;Monodnaviria	k;Loebvirae	p;Hofneiviricota	c;Faserviricetes	o;Tubulavirales	f;Inoviridae	
ICTVTaxoChallenge_215044	Caulimoviridae	1	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Ortervirales	f;Caulimoviridae	
ICTVTaxoChallenge_343198	Mimiviridae_like	0.3625076	r;Varidnaviria	k;Bamfordvirae	p;Nucleocytoviricota	c;Megaviricetes	o;Imitervirales	f;Mimiviridae_like	
ICTVTaxoChallenge_786640	Gordonclarkvirinae	0.55057794	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Gordonclarkvirinae		
ICTVTaxoChallenge_741922	Alloherpesviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Peploviricota	c;Herviviricetes	o;Herpesvirales	f;Alloherpesviridae	
ICTVTaxoChallenge_565074	Orthototiviridae	1	r;Riboviria	k;Orthornavirae	p;Duplornaviricota	c;Chrymotiviricetes	o;Ghabrivirales	f;Orthototiviridae	
ICTVTaxoChallenge_876959	Chimalliviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Chimalliviridae		
ICTVTaxoChallenge_225510	Straboviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Straboviridae		
ICTVTaxoChallenge_174772	Baculoviridae	1	c;Naldaviricetes	o;Lefavirales	f;Baculoviridae				
ICTVTaxoChallenge_621470	Polycipiviridae	1	r;Riboviria	k;Orthornavirae	p;Pisuviricota	c;Pisoniviricetes	o;Picornavirales	f;Polycipiviridae	
ICTVTaxoChallenge_531189	Parvoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Quintoviricetes	o;Piccovirales	f;Parvoviridae	
ICTVTaxoChallenge_750866	Picornaviridae	1	r;Riboviria	k;Orthornavirae	p;Pisuviricota	c;Pisoniviricetes	o;Picornavirales	f;Picornaviridae	
ICTVTaxoChallenge_590767	Genomoviridae_like	0.059245914	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Genomoviridae_like	
ICTVTaxoChallenge_426539	Genomoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Genomoviridae	
ICTVTaxoChallenge_954577	Phenuiviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Polyploviricotina	c;Bunyaviricetes	o;Hareavirales	f;Phenuiviridae
ICTVTaxoChallenge_465899	Fiersviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Norzivirales	f;Fiersviridae	
ICTVTaxoChallenge_260687	Circoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Arfiviricetes	o;Cirlivirales	f;Circoviridae	
ICTVTaxoChallenge_181741	Bclasvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Bclasvirinae		
ICTVTaxoChallenge_86148	Autographiviridae_like	0.43419188	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae_like		
ICTVTaxoChallenge_947491	Papillomaviridae_like	0.86240447	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae_like	
ICTVTaxoChallenge_786275	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_784648	Steitzviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Timlovirales	f;Steitzviridae	
ICTVTaxoChallenge_440244	Triavirus	0.34097365	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Triavirus		
ICTVTaxoChallenge_332403	Drexlerviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Drexlerviridae		
ICTVTaxoChallenge_128511	Tombusviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Tolucaviricetes	o;Tolivirales	f;Tombusviridae	
ICTVTaxoChallenge_637806	Jondennisvirinae	0.58496374	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Jondennisvirinae		
ICTVTaxoChallenge_128558	Gclasvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Gclasvirinae		
ICTVTaxoChallenge_257195	Smacoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Arfiviricetes	o;Cremevirales	f;Smacoviridae	
ICTVTaxoChallenge_866857	Paclarkvirus_like	0.2210563	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Paclarkvirus_like		
ICTVTaxoChallenge_58147	Gracegardnervirinae	0.94371414	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Gracegardnervirinae		
ICTVTaxoChallenge_679349	Virgaviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Martellivirales	f;Virgaviridae	
ICTVTaxoChallenge_372422	Zierdtviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Zierdtviridae		
ICTVTaxoChallenge_734781	Papillomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae	
ICTVTaxoChallenge_368502	Schitoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Schitoviridae		
ICTVTaxoChallenge_36732	Straboviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Straboviridae		
ICTVTaxoChallenge_14039	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_970107	Genomoviridae_like	0.0658295	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Genomoviridae_like	
ICTVTaxoChallenge_351319	Peduoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Peduoviridae		
ICTVTaxoChallenge_858395	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_603875	Phenuiviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Polyploviricotina	c;Bunyaviricetes	o;Hareavirales	f;Phenuiviridae
ICTVTaxoChallenge_285551	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_406540	Fiersviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Norzivirales	f;Fiersviridae	
ICTVTaxoChallenge_74977	Ceeclamvirinae_like	0.37462682	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Ceeclamvirinae_like		
ICTVTaxoChallenge_447359	Mitoviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Howeltoviricetes	o;Cryppavirales	f;Mitoviridae	
ICTVTaxoChallenge_961520	Pleolipoviridae	1	r;Monodnaviria	k;Trapavirae	p;Saleviricota	c;Huolimaviricetes	o;Haloruvirales	f;Pleolipoviridae	
ICTVTaxoChallenge_808701	Skunavirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Skunavirus		
ICTVTaxoChallenge_65616	Botourmiaviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Miaviricetes	o;Ourlivirales	f;Botourmiaviridae	
ICTVTaxoChallenge_676952	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_313358	Pbunavirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Pbunavirus		
ICTVTaxoChallenge_49631	Vilmaviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Vilmaviridae		
ICTVTaxoChallenge_711290	Ceeclamvirinae_like	0.35710683	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Ceeclamvirinae_like		
ICTVTaxoChallenge_744723	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_828763	Smacoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Arfiviricetes	o;Cremevirales	f;Smacoviridae	
ICTVTaxoChallenge_681502	Gracegardnervirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Gracegardnervirinae		
ICTVTaxoChallenge_634469	Pleolipoviridae	1	r;Monodnaviria	k;Trapavirae	p;Saleviricota	c;Huolimaviricetes	o;Haloruvirales	f;Pleolipoviridae	
ICTVTaxoChallenge_809340	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_537804	Zobellviridae_like	0.21512653	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Zobellviridae_like		
ICTVTaxoChallenge_710411	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_241273	Papillomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae	
ICTVTaxoChallenge_253128	Straboviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Straboviridae		
ICTVTaxoChallenge_974208	Caulimoviridae_like	0.38440204	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Ortervirales	f;Caulimoviridae_like	
ICTVTaxoChallenge_451853	Chuviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Jingchuvirales	f;Chuviridae
ICTVTaxoChallenge_490137	Metaviridae	1	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Ortervirales	f;Metaviridae	
ICTVTaxoChallenge_609537	Hepadnaviridae	1	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Blubervirales	f;Hepadnaviridae	
ICTVTaxoChallenge_515263	Chaseviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Chaseviridae		
ICTVTaxoChallenge_63635	Guernseyvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Guernseyvirinae		
ICTVTaxoChallenge_805963	Bronfenbrennervirinae	0.45587903	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Bronfenbrennervirinae		
ICTVTaxoChallenge_86424	Guelinviridae_like	0.15183282	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Guelinviridae_like		
ICTVTaxoChallenge_687204	Flaviviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Flasuviricetes	o;Amarillovirales	f;Flaviviridae	
ICTVTaxoChallenge_37907	Inoviridae	1	r;Monodnaviria	k;Loebvirae	p;Hofneiviricota	c;Faserviricetes	o;Tubulavirales	f;Inoviridae	
ICTVTaxoChallenge_860057	Poxviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Nucleocytoviricota	c;Pokkesviricetes	o;Chitovirales	f;Poxviridae	
ICTVTaxoChallenge_715905	Geminiviridae_like	0.7949405	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae_like	
ICTVTaxoChallenge_794253	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_712114	Picornaviridae	1	r;Riboviria	k;Orthornavirae	p;Pisuviricota	c;Pisoniviricetes	o;Picornavirales	f;Picornaviridae	
ICTVTaxoChallenge_637306	Poxviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Nucleocytoviricota	c;Pokkesviricetes	o;Chitovirales	f;Poxviridae	
ICTVTaxoChallenge_77647	Steitzviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Timlovirales	f;Steitzviridae	
ICTVTaxoChallenge_827813	Vividuovirus	0.6036243	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Vividuovirus		
ICTVTaxoChallenge_956130	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_793725	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_1055	Genomoviridae_like	0.15086377	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Genomoviridae_like	
ICTVTaxoChallenge_952071	Vequintavirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Vequintavirinae		
ICTVTaxoChallenge_560006	Gracegardnervirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Gracegardnervirinae		
ICTVTaxoChallenge_741526	Adenoviridae_like	0.132053	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae_like	
ICTVTaxoChallenge_946748	Parvoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Quintoviricetes	o;Piccovirales	f;Parvoviridae	
ICTVTaxoChallenge_744602	Papillomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae	
ICTVTaxoChallenge_688993	Peduoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Peduoviridae		
ICTVTaxoChallenge_328963	Mitoviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Howeltoviricetes	o;Cryppavirales	f;Mitoviridae	
ICTVTaxoChallenge_603158	Drexlerviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Drexlerviridae		
ICTVTaxoChallenge_847202	Orthoherpesviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Peploviricota	c;Herviviricetes	o;Herpesvirales	f;Orthoherpesviridae	
ICTVTaxoChallenge_963143	Ceeclamvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Ceeclamvirinae		
ICTVTaxoChallenge_536664	Flaviviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Flasuviricetes	o;Amarillovirales	f;Flaviviridae	
ICTVTaxoChallenge_788898	Vilmaviridae	0.53138196	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Vilmaviridae		
ICTVTaxoChallenge_900728	Steitzviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Timlovirales	f;Steitzviridae	
ICTVTaxoChallenge_916616	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_843162	Anelloviridae_like	0.85120755	f;Anelloviridae_like						
ICTVTaxoChallenge_647577	Straboviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Straboviridae		
ICTVTaxoChallenge_377437	Ackermannviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Ackermannviridae		
ICTVTaxoChallenge_527948	Polyomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Sepolyvirales	f;Polyomaviridae	
ICTVTaxoChallenge_598984	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_302885	Straboviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Straboviridae		
ICTVTaxoChallenge_264955	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_490130	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_817059	Iridoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Nucleocytoviricota	c;Megaviricetes	o;Pimascovirales	f;Iridoviridae	
ICTVTaxoChallenge_499929	Rhabdoviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Rhabdoviridae
ICTVTaxoChallenge_910272	Genomoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Genomoviridae	
ICTVTaxoChallenge_994718	Demerecviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Demerecviridae		
ICTVTaxoChallenge_393878	Bronfenbrennervirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Bronfenbrennervirinae		
ICTVTaxoChallenge_296795	Bclasvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Bclasvirinae		
ICTVTaxoChallenge_249451	Bclasvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Bclasvirinae		
ICTVTaxoChallenge_628962	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_802764	Togaviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Martellivirales	f;Togaviridae	
ICTVTaxoChallenge_601184	Herelleviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae		
ICTVTaxoChallenge_120213	Secoviridae	1	r;Riboviria	k;Orthornavirae	p;Pisuviricota	c;Pisoniviricetes	o;Picornavirales	f;Secoviridae	
ICTVTaxoChallenge_711096	Inoviridae_like	0.71088403	r;Monodnaviria	k;Loebvirae	p;Hofneiviricota	c;Faserviricetes	o;Tubulavirales	f;Inoviridae_like	
ICTVTaxoChallenge_608026	Picornaviridae	1	r;Riboviria	k;Orthornavirae	p;Pisuviricota	c;Pisoniviricetes	o;Picornavirales	f;Picornaviridae	
ICTVTaxoChallenge_835741	Virgaviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Martellivirales	f;Virgaviridae	
ICTVTaxoChallenge_692047	Hendrixvirinae	0.56245196	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Hendrixvirinae		
ICTVTaxoChallenge_619317	Phasmaviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Polyploviricotina	c;Bunyaviricetes	o;Elliovirales	f;Phasmaviridae
ICTVTaxoChallenge_735999	Autographiviridae_like	0.3859681	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae_like		
ICTVTaxoChallenge_227146	Suoliviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	o;Crassvirales	f;Suoliviridae	
ICTVTaxoChallenge_422473	Ackermannviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Ackermannviridae		
ICTVTaxoChallenge_568452	Sepvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Sepvirinae		
ICTVTaxoChallenge_137981	Steitzviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Timlovirales	f;Steitzviridae	
ICTVTaxoChallenge_992249	Drexlerviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Drexlerviridae		
ICTVTaxoChallenge_558097	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_206244	Steigviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	o;Crassvirales	f;Steigviridae	
ICTVTaxoChallenge_436719	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_86427	Mymonaviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Mymonaviridae
ICTVTaxoChallenge_459799	Orthoherpesviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Peploviricota	c;Herviviricetes	o;Herpesvirales	f;Orthoherpesviridae	
ICTVTaxoChallenge_183337	Salasmaviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Salasmaviridae		
ICTVTaxoChallenge_993302	Papillomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae	
ICTVTaxoChallenge_923472	Pleolipoviridae	1	r;Monodnaviria	k;Trapavirae	p;Saleviricota	c;Huolimaviricetes	o;Haloruvirales	f;Pleolipoviridae	
ICTVTaxoChallenge_795726	Alexandravirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Alexandravirus		
ICTVTaxoChallenge_193912	Genomoviridae_like	0.5576909	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Genomoviridae_like	
ICTVTaxoChallenge_551000	Fiersviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Norzivirales	f;Fiersviridae	
ICTVTaxoChallenge_858774	Straboviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Straboviridae		
ICTVTaxoChallenge_518052	Kutznervirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Kutznervirinae		
ICTVTaxoChallenge_270540	Herelleviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae		
ICTVTaxoChallenge_345298	Gracegardnervirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Gracegardnervirinae		
ICTVTaxoChallenge_58329	Asfarviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Nucleocytoviricota	c;Pokkesviricetes	o;Asfuvirales	f;Asfarviridae	
ICTVTaxoChallenge_662108	Genomoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Genomoviridae	
ICTVTaxoChallenge_741763	Schitoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Schitoviridae		
ICTVTaxoChallenge_404914	Gordonvirus	0.3667386	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Gordonvirus		
ICTVTaxoChallenge_448377	Hendrixvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Hendrixvirinae		
ICTVTaxoChallenge_791373	Schitoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Schitoviridae		
ICTVTaxoChallenge_591879	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_370763	Casjensviridae_like	0.16220257	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Casjensviridae_like		
ICTVTaxoChallenge_507220	Herelleviridae_like	0.40101025	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae_like		
ICTVTaxoChallenge_675761	Skurskavirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Skurskavirinae		
