contig_name,prediction,prediction_score
ICTVTaxoChallenge_875968,Drexlerviridae,1
ICTVTaxoChallenge_593828,Nclasvirinae,0.50457126
ICTVTaxoChallenge_559241,Weiservirinae,1
ICTVTaxoChallenge_659997,Sepvirinae,0.4746437
ICTVTaxoChallenge_185039,Intestiviridae,0.8902261
ICTVTaxoChallenge_932784,Mesyanzhinovviridae,1
ICTVTaxoChallenge_114581,Azeredovirinae,0.7863161
ICTVTaxoChallenge_926106,Straboviridae,1
ICTVTaxoChallenge_401474,Polyomaviridae,1
ICTVTaxoChallenge_973552,Betaflexiviridae,1
ICTVTaxoChallenge_264403,Iridoviridae,1
ICTVTaxoChallenge_969719,Parvoviridae,1
ICTVTaxoChallenge_83625,Baculoviridae,1
ICTVTaxoChallenge_583400,Casjensviridae,0.23993392
ICTVTaxoChallenge_902874,Korravirus,1
ICTVTaxoChallenge_821597,Atkinsviridae,1
ICTVTaxoChallenge_441848,Pseudototiviridae,1
ICTVTaxoChallenge_213109,Autographiviridae,1
ICTVTaxoChallenge_5358,Geminiviridae,1
ICTVTaxoChallenge_880077,Virgaviridae,1
ICTVTaxoChallenge_570459,Retroviridae,1
ICTVTaxoChallenge_332240,Autographiviridae,1
ICTVTaxoChallenge_510635,Iridoviridae,1
ICTVTaxoChallenge_666174,Solemoviridae,1
ICTVTaxoChallenge_404358,Spinareoviridae,0.19732712
ICTVTaxoChallenge_718160,Geminiviridae,1
ICTVTaxoChallenge_468862,Herelleviridae,0.32753748
ICTVTaxoChallenge_56468,Ackermannviridae,1
ICTVTaxoChallenge_50027,Caulimoviridae,1
ICTVTaxoChallenge_459469,Inoviridae,1
ICTVTaxoChallenge_510105,Schitoviridae,1
ICTVTaxoChallenge_903269,Paclarkvirus,0.16575247
ICTVTaxoChallenge_768288,Demerecviridae,1
ICTVTaxoChallenge_887763,Tombusviridae,1
ICTVTaxoChallenge_468408,Steitzviridae,1
ICTVTaxoChallenge_42605,Aliceevansviridae,1
ICTVTaxoChallenge_857096,Genomoviridae,1
ICTVTaxoChallenge_540139,Rountreeviridae,1
ICTVTaxoChallenge_452213,Straboviridae,1
ICTVTaxoChallenge_671635,Xinmoviridae,1
ICTVTaxoChallenge_925285,Marthavirus,1
ICTVTaxoChallenge_50668,Fiersviridae,1
ICTVTaxoChallenge_848519,Rhabdoviridae,1
ICTVTaxoChallenge_371724,Kyanoviridae,1
ICTVTaxoChallenge_993227,Baculoviridae,1
ICTVTaxoChallenge_714615,Genomoviridae,0.90885675
ICTVTaxoChallenge_857183,Hepeviridae,1
ICTVTaxoChallenge_329021,Schitoviridae,1
ICTVTaxoChallenge_786472,Polyomaviridae,1
ICTVTaxoChallenge_393411,Intestiviridae,1
ICTVTaxoChallenge_863818,Kyanoviridae,1
ICTVTaxoChallenge_563415,Adenoviridae,1
ICTVTaxoChallenge_851030,Orthoherpesviridae,1
ICTVTaxoChallenge_349647,Stanwilliamsviridae,1
ICTVTaxoChallenge_343588,Papillomaviridae,1
ICTVTaxoChallenge_314501,Guarnerosvirinae,1
ICTVTaxoChallenge_197643,Rhabdoviridae,1
ICTVTaxoChallenge_867511,Steitzviridae,1
ICTVTaxoChallenge_740019,Eucampyvirinae,0.08890343
ICTVTaxoChallenge_265863,Alexandravirus,1
ICTVTaxoChallenge_78493,Caulimoviridae,1
ICTVTaxoChallenge_555975,Straboviridae,1
ICTVTaxoChallenge_397914,Parvoviridae,1
ICTVTaxoChallenge_868848,Potyviridae,0.2895144
ICTVTaxoChallenge_202689,Demerecviridae,1
ICTVTaxoChallenge_252250,Chaseviridae,1
ICTVTaxoChallenge_703727,Nymbaxtervirinae,0.2875007
ICTVTaxoChallenge_198806,Nclasvirinae,0.658621
ICTVTaxoChallenge_810011,Parvoviridae,1
ICTVTaxoChallenge_498953,Secoviridae,1
ICTVTaxoChallenge_321274,Picornaviridae,0.62235457
ICTVTaxoChallenge_281356,Schitoviridae,1
ICTVTaxoChallenge_945723,Bclasvirinae,1
ICTVTaxoChallenge_240377,Hendrixvirinae,0.55044675
ICTVTaxoChallenge_113801,Nudiviridae,1
ICTVTaxoChallenge_334728,Betaflexiviridae,1
ICTVTaxoChallenge_139218,Straboviridae,0.11772032
ICTVTaxoChallenge_530807,Demerecviridae,1
ICTVTaxoChallenge_552736,Caulimoviridae,0.2379778
ICTVTaxoChallenge_778301,Steitzviridae,1
ICTVTaxoChallenge_965624,Steitzviridae,1
ICTVTaxoChallenge_842449,Genomoviridae,1
ICTVTaxoChallenge_627334,Polyomaviridae,1
ICTVTaxoChallenge_482476,Gracegardnervirinae,1
ICTVTaxoChallenge_987083,Arteriviridae,1
ICTVTaxoChallenge_846759,Skunavirus,1
ICTVTaxoChallenge_91511,Aliceevansviridae,0.42683497
ICTVTaxoChallenge_538315,Nimaviridae,1
ICTVTaxoChallenge_205566,Peduoviridae,1
ICTVTaxoChallenge_269712,Herelleviridae,1
ICTVTaxoChallenge_892337,Bclasvirinae,0.7954297
ICTVTaxoChallenge_134349,Adenoviridae,1
ICTVTaxoChallenge_609936,Ackermannviridae,1
ICTVTaxoChallenge_662111,Drexlerviridae,1
ICTVTaxoChallenge_164519,Pleolipoviridae,1
ICTVTaxoChallenge_881421,Xinmoviridae,1
ICTVTaxoChallenge_170040,Nyamiviridae,1
ICTVTaxoChallenge_881906,Adenoviridae,1
ICTVTaxoChallenge_649956,Guernseyvirinae,1
ICTVTaxoChallenge_870160,Kyanoviridae,1
ICTVTaxoChallenge_293079,Nimaviridae,1
ICTVTaxoChallenge_624847,Peduoviridae,1
ICTVTaxoChallenge_318840,Adenoviridae,1
ICTVTaxoChallenge_659651,Atkinsviridae,1
ICTVTaxoChallenge_744371,Adenoviridae,1
ICTVTaxoChallenge_457918,Weiservirinae,1
ICTVTaxoChallenge_304884,Weiservirinae,1
ICTVTaxoChallenge_361800,Metaviridae,1
ICTVTaxoChallenge_613395,Rhabdoviridae,1
ICTVTaxoChallenge_41236,Straboviridae,1
ICTVTaxoChallenge_507238,Nclasvirinae,1
ICTVTaxoChallenge_174262,Pootjesviridae,1
ICTVTaxoChallenge_409409,Rhabdoviridae,1
ICTVTaxoChallenge_634760,Straboviridae,1
ICTVTaxoChallenge_724274,Fiersviridae,1
ICTVTaxoChallenge_516088,Retroviridae,1
ICTVTaxoChallenge_283165,Autographiviridae,1
ICTVTaxoChallenge_667466,Papillomaviridae,1
ICTVTaxoChallenge_588390,Weiservirinae,1
ICTVTaxoChallenge_902392,Dhillonvirus,1
ICTVTaxoChallenge_296629,Phycodnaviridae,0.43196175
ICTVTaxoChallenge_979447,Ackermannviridae,1
ICTVTaxoChallenge_652571,Herelleviridae,1
ICTVTaxoChallenge_909759,Benedictvirus,0.26859164
ICTVTaxoChallenge_360392,Inoviridae,1
ICTVTaxoChallenge_638208,Schitoviridae,1
ICTVTaxoChallenge_178486,Autographiviridae,1
ICTVTaxoChallenge_199516,Geminiviridae,0.25175223
ICTVTaxoChallenge_301452,Chaseviridae,1
ICTVTaxoChallenge_507187,Autographiviridae,0.20028926
ICTVTaxoChallenge_336230,Nymbaxtervirinae,0.40596506
ICTVTaxoChallenge_936003,Azeredovirinae,0.76524043
ICTVTaxoChallenge_125668,Schitoviridae,1
ICTVTaxoChallenge_391836,Lipothrixviridae,1
ICTVTaxoChallenge_839388,Orthoherpesviridae,1
ICTVTaxoChallenge_851488,Bclasvirinae,1
ICTVTaxoChallenge_750849,Betaflexiviridae,1
ICTVTaxoChallenge_994086,Efquatrovirus,1
ICTVTaxoChallenge_42336,Tymoviridae,1
ICTVTaxoChallenge_614859,Alexandravirus,0.19137508
ICTVTaxoChallenge_37406,Straboviridae,1
ICTVTaxoChallenge_895015,Zierdtviridae,1
ICTVTaxoChallenge_58139,Peduoviridae,1
ICTVTaxoChallenge_699006,Baculoviridae,1
ICTVTaxoChallenge_663906,Demerecviridae,1
ICTVTaxoChallenge_765661,Atkinsviridae,1
ICTVTaxoChallenge_929583,Bclasvirinae,1
ICTVTaxoChallenge_996804,Herelleviridae,0.5114914
ICTVTaxoChallenge_439757,Zobellviridae,1
ICTVTaxoChallenge_69071,Triavirus,0.4954097
ICTVTaxoChallenge_602495,Filoviridae,1
ICTVTaxoChallenge_206909,Adenoviridae,1
ICTVTaxoChallenge_713533,Salasmaviridae,1
ICTVTaxoChallenge_234823,Adenoviridae,1
ICTVTaxoChallenge_775742,Papillomaviridae,1
ICTVTaxoChallenge_862152,Phycodnaviridae,1
ICTVTaxoChallenge_478194,Steitzviridae,1
ICTVTaxoChallenge_289586,Potyviridae,1
ICTVTaxoChallenge_446617,Benedictvirus,0.28111604
ICTVTaxoChallenge_479445,Secoviridae,1
ICTVTaxoChallenge_996954,Paramyxoviridae,1
ICTVTaxoChallenge_18364,Baculoviridae,1
ICTVTaxoChallenge_409886,Skunavirus,0.56590384
ICTVTaxoChallenge_353638,Ackermannviridae,1
ICTVTaxoChallenge_38797,Circoviridae,1
ICTVTaxoChallenge_101507,Autographiviridae,1
ICTVTaxoChallenge_918862,Adenoviridae,1
ICTVTaxoChallenge_955898,Weiservirinae,1
ICTVTaxoChallenge_995321,Rhabdoviridae,1
ICTVTaxoChallenge_657850,Solemoviridae,1
ICTVTaxoChallenge_199670,Genomoviridae,0.10763064
ICTVTaxoChallenge_857972,Ceduovirus,1
ICTVTaxoChallenge_189792,Autographiviridae,1
ICTVTaxoChallenge_249657,Adenoviridae,1
ICTVTaxoChallenge_936740,Polyomaviridae,1
ICTVTaxoChallenge_605036,Mimiviridae,0.21628487
ICTVTaxoChallenge_566638,Pbunavirus,1
ICTVTaxoChallenge_210230,Adenoviridae,1
ICTVTaxoChallenge_581144,Demerecviridae,1
ICTVTaxoChallenge_899960,Adenoviridae,1
ICTVTaxoChallenge_64770,Straboviridae,1
ICTVTaxoChallenge_36176,Solemoviridae,1
ICTVTaxoChallenge_458696,Circoviridae,0.16708519
ICTVTaxoChallenge_157008,Microviridae,0.13463336
ICTVTaxoChallenge_551993,Virgaviridae,1
ICTVTaxoChallenge_111328,Amalgaviridae,1
ICTVTaxoChallenge_999754,Skunavirus,1
ICTVTaxoChallenge_763730,Autographiviridae,1
ICTVTaxoChallenge_976361,Papillomaviridae,0.13713388
ICTVTaxoChallenge_255496,Caulimoviridae,1
ICTVTaxoChallenge_613349,Adenoviridae,0.1795689
ICTVTaxoChallenge_802056,Lipothrixviridae,0.14599104
ICTVTaxoChallenge_445802,Polycipiviridae,1
ICTVTaxoChallenge_988389,Drexlerviridae,1
ICTVTaxoChallenge_714749,Drexlerviridae,1
ICTVTaxoChallenge_854867,Autographiviridae,1
ICTVTaxoChallenge_116425,Autographiviridae,1
ICTVTaxoChallenge_913602,Picornaviridae,0.7691382
ICTVTaxoChallenge_751590,Rhabdoviridae,1
ICTVTaxoChallenge_701586,Intestiviridae,1
ICTVTaxoChallenge_666085,Aliceevansviridae,1
ICTVTaxoChallenge_90987,Straboviridae,1
ICTVTaxoChallenge_296077,Virgaviridae,1
ICTVTaxoChallenge_478000,Pclasvirinae,0.41232312
ICTVTaxoChallenge_658023,Betaflexiviridae,1
ICTVTaxoChallenge_621075,Adenoviridae,1
ICTVTaxoChallenge_574335,Adenoviridae,1
ICTVTaxoChallenge_868971,Drexlerviridae,1
ICTVTaxoChallenge_339356,Papillomaviridae,1
ICTVTaxoChallenge_464700,Betaflexiviridae,1
ICTVTaxoChallenge_985154,Autographiviridae,1
ICTVTaxoChallenge_649414,Autographiviridae,1
ICTVTaxoChallenge_45868,Mitoviridae,1
ICTVTaxoChallenge_852049,Drexlerviridae,1
ICTVTaxoChallenge_394140,Papillomaviridae,1
ICTVTaxoChallenge_610840,Dolichocephalovirinae,0.15946376
ICTVTaxoChallenge_815006,Papillomaviridae,0.54318815
ICTVTaxoChallenge_117349,Intestiviridae,1
ICTVTaxoChallenge_695496,Geminiviridae,1
ICTVTaxoChallenge_230741,Herelleviridae,1
ICTVTaxoChallenge_734994,Rountreeviridae,1
ICTVTaxoChallenge_590330,Papillomaviridae,1
ICTVTaxoChallenge_590450,Casjensviridae,0.104820825
ICTVTaxoChallenge_86644,Papillomaviridae,1
ICTVTaxoChallenge_102822,Steitzviridae,1
ICTVTaxoChallenge_74522,Iridoviridae,1
ICTVTaxoChallenge_776785,Kyanoviridae,1
ICTVTaxoChallenge_19569,Inoviridae,0.10039915
ICTVTaxoChallenge_570115,Drexlerviridae,1
ICTVTaxoChallenge_112546,Vilmaviridae,0.6294625
ICTVTaxoChallenge_290917,Papillomaviridae,1
ICTVTaxoChallenge_256579,Joanripponvirinae,1
ICTVTaxoChallenge_39503,Gclasvirinae,1
ICTVTaxoChallenge_562467,Herelleviridae,1
ICTVTaxoChallenge_398362,Picornaviridae,0.6248321
ICTVTaxoChallenge_546586,Bclasvirinae,1
ICTVTaxoChallenge_926795,Peduoviridae,1
ICTVTaxoChallenge_41035,Arquatrovirinae,1
ICTVTaxoChallenge_549089,Suoliviridae,1
ICTVTaxoChallenge_580110,Geminiviridae,1
ICTVTaxoChallenge_927420,Papillomaviridae,1
ICTVTaxoChallenge_870028,Papillomaviridae,1
ICTVTaxoChallenge_283443,Adenoviridae,1
ICTVTaxoChallenge_246963,Alexandravirus,1
ICTVTaxoChallenge_993295,Adenoviridae,1
ICTVTaxoChallenge_678135,Fiersviridae,1
ICTVTaxoChallenge_33218,Parvoviridae,1
ICTVTaxoChallenge_599428,Papillomaviridae,1
ICTVTaxoChallenge_568704,Inoviridae,0.27817395
ICTVTaxoChallenge_186496,Inseviridae,0.18003438
ICTVTaxoChallenge_138103,Papillomaviridae,1
ICTVTaxoChallenge_226429,Autographiviridae,1
ICTVTaxoChallenge_802969,Pseudoviridae,1
ICTVTaxoChallenge_704171,Triavirus,1
ICTVTaxoChallenge_905914,Picornaviridae,0.54384136
ICTVTaxoChallenge_540714,Vilmaviridae,0.79224914
ICTVTaxoChallenge_506107,Mymonaviridae,1
ICTVTaxoChallenge_637169,Geminiviridae,1
ICTVTaxoChallenge_730597,Solspiviridae,1
ICTVTaxoChallenge_736126,Triavirus,0.05054046
ICTVTaxoChallenge_368683,Bornaviridae,1
ICTVTaxoChallenge_163091,Skunavirus,1
ICTVTaxoChallenge_971041,Mesyanzhinovviridae,0.84646535
ICTVTaxoChallenge_160936,Papillomaviridae,1
ICTVTaxoChallenge_954808,Korravirus,1
ICTVTaxoChallenge_149118,Chrysoviridae,0.0644459
ICTVTaxoChallenge_634872,Orthoherpesviridae,1
ICTVTaxoChallenge_222985,Aliceevansviridae,1
ICTVTaxoChallenge_7967,Steitzviridae,1
ICTVTaxoChallenge_503674,Orthoherpesviridae,1
ICTVTaxoChallenge_89542,Skunavirus,0.26932487
ICTVTaxoChallenge_519817,Gordonclarkvirinae,0.38841334
ICTVTaxoChallenge_103965,Straboviridae,1
ICTVTaxoChallenge_115613,Autographiviridae,1
ICTVTaxoChallenge_578377,Stephanstirmvirinae,1
ICTVTaxoChallenge_45391,Zierdtviridae,1
ICTVTaxoChallenge_45354,Weiservirinae,1
ICTVTaxoChallenge_734370,Skunavirus,0.4461274
ICTVTaxoChallenge_533194,Gracegardnervirinae,1
ICTVTaxoChallenge_752936,Anelloviridae,1
ICTVTaxoChallenge_666093,Microviridae,0.16075449
ICTVTaxoChallenge_734116,Gladiatorvirus,0.17686437
ICTVTaxoChallenge_52930,Straboviridae,1
ICTVTaxoChallenge_817495,Iridoviridae,1
ICTVTaxoChallenge_54937,Casjensviridae,0.25657022
ICTVTaxoChallenge_451699,Pahexavirus,1
ICTVTaxoChallenge_556299,Sepvirinae,1
ICTVTaxoChallenge_94132,Vilmaviridae,0.5360296
ICTVTaxoChallenge_836272,Papillomaviridae,1
ICTVTaxoChallenge_270502,Geminiviridae,1
ICTVTaxoChallenge_83159,Straboviridae,1
ICTVTaxoChallenge_885774,Queuovirinae,1
ICTVTaxoChallenge_169458,Picornaviridae,0.5024587
ICTVTaxoChallenge_667141,Aliceevansviridae,1
ICTVTaxoChallenge_89942,Alphaflexiviridae,1
ICTVTaxoChallenge_757155,Eucampyvirinae,1
ICTVTaxoChallenge_292187,Paramyxoviridae,1
ICTVTaxoChallenge_602464,Mimiviridae,1
ICTVTaxoChallenge_981610,Gracegardnervirinae,1
ICTVTaxoChallenge_145909,Stephanstirmvirinae,1
ICTVTaxoChallenge_180486,Asfarviridae,1
ICTVTaxoChallenge_315299,Alexandravirus,1
ICTVTaxoChallenge_950621,Inoviridae,1
ICTVTaxoChallenge_795604,Geminiviridae,1
ICTVTaxoChallenge_428875,Peduoviridae,1
ICTVTaxoChallenge_703166,Peduoviridae,1
ICTVTaxoChallenge_431399,Sepvirinae,0.8909141
ICTVTaxoChallenge_565560,Geminiviridae,0.501071
ICTVTaxoChallenge_645324,Mimiviridae,0.527607
ICTVTaxoChallenge_667822,Demerecviridae,1
ICTVTaxoChallenge_74285,Closteroviridae,0.44766715
ICTVTaxoChallenge_543797,Iridoviridae,1
ICTVTaxoChallenge_281940,Kyanoviridae,0.80331266
ICTVTaxoChallenge_925340,Arquatrovirinae,1
ICTVTaxoChallenge_848125,Skunavirus,1
ICTVTaxoChallenge_454915,Zierdtviridae,1
ICTVTaxoChallenge_919247,Queuovirinae,1
ICTVTaxoChallenge_265156,Poxviridae,1
ICTVTaxoChallenge_906528,Pahexavirus,1
ICTVTaxoChallenge_853181,Weiservirinae,1
ICTVTaxoChallenge_937791,Genomoviridae,1
ICTVTaxoChallenge_846717,Geminiviridae,1
ICTVTaxoChallenge_271113,Triavirus,1
ICTVTaxoChallenge_155588,Retroviridae,1
ICTVTaxoChallenge_759116,Autographiviridae,1
ICTVTaxoChallenge_380050,Gordonvirus,0.34202948
ICTVTaxoChallenge_698056,Geminiviridae,1
ICTVTaxoChallenge_48660,Astroviridae,1
ICTVTaxoChallenge_306492,Autographiviridae,1
ICTVTaxoChallenge_790233,Andromedavirus,1
ICTVTaxoChallenge_797437,Demerecviridae,1
ICTVTaxoChallenge_139301,Rhabdoviridae,1
ICTVTaxoChallenge_76526,Autographiviridae,1
ICTVTaxoChallenge_417968,Ounavirinae,1
ICTVTaxoChallenge_731466,Demerecviridae,1
ICTVTaxoChallenge_754208,Schitoviridae,1
ICTVTaxoChallenge_200079,Kyanoviridae,1
ICTVTaxoChallenge_22031,Suoliviridae,1
ICTVTaxoChallenge_695541,Iflaviridae,1
ICTVTaxoChallenge_964783,Genomoviridae,1
ICTVTaxoChallenge_627432,Montyvirus,1
ICTVTaxoChallenge_700200,Autographiviridae,1
ICTVTaxoChallenge_40290,Drexlerviridae,1
ICTVTaxoChallenge_10048,Straboviridae,1
ICTVTaxoChallenge_968176,Autographiviridae,0.96189946
ICTVTaxoChallenge_447560,Orthoherpesviridae,1
ICTVTaxoChallenge_108604,Pahexavirus,1
ICTVTaxoChallenge_274072,Steitzviridae,1
ICTVTaxoChallenge_938448,Kyanoviridae,1
ICTVTaxoChallenge_221667,Schitoviridae,1
ICTVTaxoChallenge_497364,Bronfenbrennervirinae,0.41025504
ICTVTaxoChallenge_252931,Picornaviridae,0.430168
ICTVTaxoChallenge_805398,Autographiviridae,1
ICTVTaxoChallenge_273205,Paramyxoviridae,1
ICTVTaxoChallenge_416956,Rountreeviridae,1
ICTVTaxoChallenge_468869,Picornaviridae,0.5486138
ICTVTaxoChallenge_910316,Aliceevansviridae,0.24754845
ICTVTaxoChallenge_73321,Lispiviridae,1
ICTVTaxoChallenge_721756,Inoviridae,0.2578289
ICTVTaxoChallenge_902523,Zierdtviridae,1
ICTVTaxoChallenge_610126,Orthoherpesviridae,1
ICTVTaxoChallenge_602554,Azeevirinae,1
ICTVTaxoChallenge_820077,Circoviridae,1
ICTVTaxoChallenge_331005,Caulimoviridae,0.13940917
ICTVTaxoChallenge_102259,Drexlerviridae,0.20664418
ICTVTaxoChallenge_452278,Gordonvirus,0.36753055
ICTVTaxoChallenge_201229,Saffermanviridae,1
ICTVTaxoChallenge_293249,Ceeclamvirinae,0.24012537
ICTVTaxoChallenge_449622,Bornaviridae,1
ICTVTaxoChallenge_519052,Geminiviridae,1
ICTVTaxoChallenge_507581,Rhabdoviridae,1
ICTVTaxoChallenge_739390,Inoviridae,0.20571245
ICTVTaxoChallenge_588228,Gclasvirinae,1
ICTVTaxoChallenge_729559,Caulimoviridae,1
ICTVTaxoChallenge_649375,Bronfenbrennervirinae,0.12391568
ICTVTaxoChallenge_86266,Peduoviridae,1
ICTVTaxoChallenge_531853,Hendrixvirinae,1
ICTVTaxoChallenge_671862,Mesyanzhinovviridae,1
ICTVTaxoChallenge_188391,Bclasvirinae,1
ICTVTaxoChallenge_780890,Geminiviridae,1
ICTVTaxoChallenge_701882,Herelleviridae,1
ICTVTaxoChallenge_508928,Bornaviridae,1
ICTVTaxoChallenge_138463,Closteroviridae,1
ICTVTaxoChallenge_477687,Hantaviridae,1
ICTVTaxoChallenge_524797,Gracegardnervirinae,1
ICTVTaxoChallenge_855029,Herelleviridae,1
ICTVTaxoChallenge_805155,Arenaviridae,0.7313479
ICTVTaxoChallenge_658163,Baculoviridae,1
ICTVTaxoChallenge_308581,Circoviridae,1
ICTVTaxoChallenge_678976,Demerecviridae,1
ICTVTaxoChallenge_516690,Straboviridae,1
ICTVTaxoChallenge_966638,Arenaviridae,1
ICTVTaxoChallenge_740982,Intestiviridae,1
ICTVTaxoChallenge_44902,Backyardiganvirus,0.20530826
ICTVTaxoChallenge_141550,Genomoviridae,0.9172426
ICTVTaxoChallenge_667705,Fromanvirus,1
ICTVTaxoChallenge_383482,Herelleviridae,0.70914614
ICTVTaxoChallenge_947103,Nudiviridae,1
ICTVTaxoChallenge_496987,Orthoherpesviridae,1
ICTVTaxoChallenge_822789,Straboviridae,1
ICTVTaxoChallenge_201054,Autographiviridae,1
ICTVTaxoChallenge_110145,Backyardiganvirus,0.21099575
ICTVTaxoChallenge_874568,Schitoviridae,1
ICTVTaxoChallenge_965988,Skunavirus,1
ICTVTaxoChallenge_276167,Anelloviridae,1
ICTVTaxoChallenge_295656,Casadabanvirus,1
ICTVTaxoChallenge_26093,Autographiviridae,0.31919232
ICTVTaxoChallenge_8515,Lipothrixviridae,1
ICTVTaxoChallenge_734076,Benedictvirus,0.2741815
ICTVTaxoChallenge_698014,Zierdtviridae,1
ICTVTaxoChallenge_781323,Adenoviridae,1
ICTVTaxoChallenge_895485,Autographiviridae,1
ICTVTaxoChallenge_452721,Geminiviridae,1
ICTVTaxoChallenge_398468,Autographiviridae,1
ICTVTaxoChallenge_515923,Microviridae,1
ICTVTaxoChallenge_939050,Intestiviridae,1
ICTVTaxoChallenge_63983,Picornaviridae,0.42154127
ICTVTaxoChallenge_648382,Fiersviridae,1
ICTVTaxoChallenge_545452,Benedictvirus,0.26714414
ICTVTaxoChallenge_484472,Polycipiviridae,1
ICTVTaxoChallenge_183135,Azeredovirinae,0.62000257
ICTVTaxoChallenge_853356,Bclasvirinae,0.9803663
ICTVTaxoChallenge_275110,Schitoviridae,1
ICTVTaxoChallenge_996242,Steitzviridae,1
ICTVTaxoChallenge_803685,Paramyxoviridae,1
ICTVTaxoChallenge_65487,Geminiviridae,1
ICTVTaxoChallenge_617084,Azeevirinae,1
ICTVTaxoChallenge_316503,Adenoviridae,1
ICTVTaxoChallenge_311260,Zierdtviridae,1
ICTVTaxoChallenge_770831,Dicistroviridae,1
ICTVTaxoChallenge_642951,Secoviridae,1
ICTVTaxoChallenge_506122,Lispiviridae,1
ICTVTaxoChallenge_715395,Casjensviridae,1
ICTVTaxoChallenge_522596,Microviridae,1
ICTVTaxoChallenge_98095,Virgaviridae,1
ICTVTaxoChallenge_832986,Iridoviridae,1
ICTVTaxoChallenge_697931,Steitzviridae,1
ICTVTaxoChallenge_95058,Guarnerosvirinae,1
ICTVTaxoChallenge_374494,Autographiviridae,1
ICTVTaxoChallenge_972860,Papillomaviridae,1
ICTVTaxoChallenge_276785,Picornaviridae,1
ICTVTaxoChallenge_29615,Adenoviridae,1
ICTVTaxoChallenge_898938,Gracegardnervirinae,1
ICTVTaxoChallenge_980624,Autographiviridae,1
ICTVTaxoChallenge_71131,Kyanoviridae,1
ICTVTaxoChallenge_922253,Arquatrovirinae,1
ICTVTaxoChallenge_177436,Papillomaviridae,1
ICTVTaxoChallenge_104352,Kostyavirus,1
ICTVTaxoChallenge_129973,Arenaviridae,1
ICTVTaxoChallenge_877792,Beenievirus,0.24724501
ICTVTaxoChallenge_907424,Peduoviridae,1
ICTVTaxoChallenge_990242,Ounavirinae,1
ICTVTaxoChallenge_997204,Genomoviridae,1
ICTVTaxoChallenge_397309,Ackermannviridae,1
ICTVTaxoChallenge_587997,Peduoviridae,1
ICTVTaxoChallenge_587521,Autographiviridae,1
ICTVTaxoChallenge_679720,Autographiviridae,1
ICTVTaxoChallenge_328078,Schitoviridae,1
ICTVTaxoChallenge_184085,Rhabdoviridae,1
ICTVTaxoChallenge_934993,Peduoviridae,0.13914804
ICTVTaxoChallenge_376347,Casjensviridae,1
ICTVTaxoChallenge_753748,Papillomaviridae,1
ICTVTaxoChallenge_899190,Papillomaviridae,1
ICTVTaxoChallenge_772286,Aliceevansviridae,1
ICTVTaxoChallenge_960460,Nymbaxtervirinae,0.22318006
ICTVTaxoChallenge_446651,Alexandravirus,0.16208832
ICTVTaxoChallenge_563746,Nymbaxtervirinae,0.5817517
ICTVTaxoChallenge_956522,Ceeclamvirinae,1
ICTVTaxoChallenge_138394,Adenoviridae,0.1970596
ICTVTaxoChallenge_121794,Zierdtviridae,1
ICTVTaxoChallenge_994790,Microviridae,1
ICTVTaxoChallenge_340178,Baculoviridae,1
ICTVTaxoChallenge_136627,Herelleviridae,1
ICTVTaxoChallenge_149419,Arquatrovirinae,1
ICTVTaxoChallenge_738441,Mccleskeyvirinae,1
ICTVTaxoChallenge_257748,Pbunavirus,1
ICTVTaxoChallenge_573665,Kyanoviridae,1
ICTVTaxoChallenge_637193,Peduoviridae,1
ICTVTaxoChallenge_343510,Drexlerviridae,1
ICTVTaxoChallenge_162480,Suoliviridae,1
ICTVTaxoChallenge_345213,Korravirus,1
ICTVTaxoChallenge_923100,Togaviridae,1
ICTVTaxoChallenge_266905,Schitoviridae,1
ICTVTaxoChallenge_417198,Alphaflexiviridae,1
ICTVTaxoChallenge_568042,Geminiviridae,1
ICTVTaxoChallenge_631999,Pbunavirus,1
ICTVTaxoChallenge_480409,Dhillonvirus,1
ICTVTaxoChallenge_699256,Intestiviridae,1
ICTVTaxoChallenge_148700,Demerecviridae,1
ICTVTaxoChallenge_799215,Obolenskvirus,1
ICTVTaxoChallenge_186375,Mimiviridae,1
ICTVTaxoChallenge_91088,Straboviridae,1
ICTVTaxoChallenge_934728,Steigviridae,0.93199944
ICTVTaxoChallenge_223231,Zierdtviridae,1
ICTVTaxoChallenge_507540,Sedoreoviridae,0.079056025
ICTVTaxoChallenge_623170,Iridoviridae,1
ICTVTaxoChallenge_705858,Benedictvirus,0.26511955
ICTVTaxoChallenge_307676,Ceeclamvirinae,0.1400494
ICTVTaxoChallenge_942665,Nyamiviridae,1
ICTVTaxoChallenge_293776,Autographiviridae,1
ICTVTaxoChallenge_957238,Drexlerviridae,1
ICTVTaxoChallenge_217694,Ceeclamvirinae,0.7874563
ICTVTaxoChallenge_165078,Schitoviridae,1
ICTVTaxoChallenge_541593,Zierdtviridae,1
ICTVTaxoChallenge_506011,Gracegardnervirinae,1
ICTVTaxoChallenge_316149,Straboviridae,1
ICTVTaxoChallenge_103089,Gclasvirinae,1
ICTVTaxoChallenge_394589,Arenaviridae,0.58914214
ICTVTaxoChallenge_44495,Wbetavirus,1
ICTVTaxoChallenge_494119,Geminiviridae,1
ICTVTaxoChallenge_406653,Poxviridae,1
ICTVTaxoChallenge_47146,Ignaciovirus,1
